"18838","中国船舶重工集团公司北京长城无线电厂","5020","CSIC-Beijing Great Wall Radio Factory","No.30 Xueyuan Road(s),Haidian District,Beijing,China","北京市海淀区学院南路30号","www.bgwr.com.cn","5201","电子及声学测量仪器，电控及通信设备，汽车收音机，水声工程等。","100088","bgwr@china.com","010-62253344","010-62250376"
"20905","《水路运输文摘》杂志社","5035","Water transportation Digest","No.240 Huixinlin,Chaoyang District,Beijing,China","北京市朝阳区惠新里240号","","5213","","100029","wtd@ucc.ac.cn","010一64925560","010一64925560"
"20906","《现代舰船》杂志社","5035","Modern Ships","P. 0. Box 2854 Beijing, China","北京市2854信箱","","5213","","100085","mseo@shipnet.com.cn","010-64831782","010-64837398"
"20907","《游艇业》杂志社","5035","Yacht Industry","No.A2 Shuangquanpu,Chaoyang District,Beijing,China","北京市朝阳区双泉堡甲2号中国舰船研究院办公主楼六层","","5213","","100085","hcc@shipet.com.cn","010-64831785","010-64837398"
"20908","中国海关出版社","5035","China Customs Publishing Douse","9/F Jianda Building,No.14 Tucheng Road(E),Chaoyang District,Beijing,China","北京市朝阳区东土城路14号建达大厦9层","www.haiguanbook.com","5213","出版海关理论、政策、法规类图书，出版相关经贸、金融、经济管理著作译著和工具书，出版《中国海关统计年鉴》、《中国海关》、《中国海关统计》等。","100013","haiguanbook@customs.gov.cn","010一85271608","010-85271611"
"20909","中国海洋报社","5035","China Ocean News","No.1 Fuxingmenwai Ave.,Beijing,China","北京市复兴门外大街1号","www.soa.gov.cn/oceannews","5213","","100860","webmaster@mail.nmdis.gov.cn","010一68047745","010-68033233"
"20910","中国交通报社","5035","China Communications News","No.13 Building Anhuaxili(3rd Section) Andingmenwai,Beijing,China","北京市安定门外安华西里三区13号楼","www.zgjtb.com","5213","","100011","xwtb@zgjtb.vom","010一64250635","010一64250637"
"20911","中国渔业报社","5035","China Fishery News","No.1 Balizhuang Beili,Chaoyangmenwai,Beijing,China","北京市朝阳门外八里庄北里1号","","5213","","100025","","010-85815522-2391/2389","010-85832473"
"20912","大连金华船舶阀门有限公司","5020","DALIAN JINHUA MARINE VALVE CO.,LTD","NANSHAN ,HUAJIA TOWN","华家镇南山小区","","5228","船用阀门、油水分离器、机械加工。","116112","","0411-87200055",""
"20913","中国远洋报社","5035","China Ocean Shipping News","No. 6 Chang'an Ave. ( E) , Beijing, China","北京市东长安街6号","www.cosco.com","5213","","100740","cosnews@sina.com","010-65121188(中继线）","010-65121188-4263"
"20914","海洋出版社","5035","China Ocean Press","No.8 Dahuisi Road,Haidian Disdict,Beijing, China","北京市海淀区大慧寺路8号","www.oceanpress.com.cn","5213","出版海洋科技著作，包括海洋应用技术与知识性图书、海洋基础科学和通用技术图书、相关工具书、科普读物、海洋专业大专院校教材、职工培训教材、台港澳版科技图书等。","100081","zbs@oceanpress.com.cn","010一62213865","010一62173569"
"20915","人民交通出版社","5035","People 's Communications Publishing House","No. 3 Waiguanxie Street, Andingmenwai,Chaoyang District,Beijing,China","北京市朝阳区安定门外外馆斜街3号","","","图书、地图、音像制品、电子图书、交通咨询、广告。","100011","ccpress@ccpress.com","010-85285910","010-85285392"
"20916","《中国港口》杂志社","5035","Cbina Harbor","Rm. 522B, No. 110  Huangpu  Road,Hongkou District,Shanghai, China","上海市虹口区黄浦路110号522B室","","5205","","200080","gkzzs@sohu.com","021一63641197","021一63077441"
"20917","《中国海员》杂志社","5035","Seamen of China","No.1441 Changyang Road,Shanghai,China","上海市长阳路1441号","","5205","","200090","ad990018@guomai.sh.cn","021-65433419",""
"20918","《中国造船》编辑部","5035","Shipbuilding of China","Y. 0. Box 020一116,Shanghai,China","上海市020一116信箱(高雄路185号)","","5205","","200020","","021一63131146","021一63775017"
"20919","《船舶》编辑部","5035","Ship","No.1688 Xizang Road(S),Shanghai,China","上海市西藏南路1688号","","5205","","200011","maricinf@stn.sh.cn","021一63788098一8203","021一63779744"
"20920","《船舶工程》编辑部","5035","Ship Engineeiing","No.851 Zhongshan South Er Road,Shanghai, China","上海市中山南二路851号","","5205","","200032","ad@mace-eop.com","021一54591998","021一54595766"
"20921","《航海》杂志社","5035","Navigation","Rm. 616, No. 1441  Changyang  Road,Shanghai,China","上海市长阳路1441号616室","","5205","","200090","","021一65190512","021一65439837"
"20922","《航运交易公报》编辑部","5035","Shipping Exchange bulletin","Rm. 1902一1904, No. 18 Yangshupu Road,Shanghai,China","上海市杨树浦路18号1902一1904室","www.sse.net.cn,www.chineseshipping.com.cn","5205","","200082","ssebu@public8.sta.net.cn","021一55970334","021一55970437"
"20923","大连金煤阀门有限公司","5020","DALIAN JINMEI VALVE CO.,LTD","SHENGLI VILLAGE,HUAJIA TOWN,JINZHOU  DISTRICT","金州区华家镇胜利村","","5228","船用阀门、船舶附件、普通阀门制造。","116112","","0411-87209628",""
"20924","《机电设备》编辑部","5035","Mechanical and Electrical Equipment","T2一22A Jiahui Plaza, No. 2601 Xietu Road,Shanghai,China","上海市斜土路2601号嘉汇广场2号楼22A","","5205","","200031","cmwy888@tom.com","022一66048982","021一64262463"
"20925","《集装箱化》杂志社","5035","Container","No.1550 Pudong Ave.,Shanghai,China","上海市浦东大道1550号","","5205","","200135","","021一58859603","021一58859603"
"20926","《贸易风》上海分社","5035","Trade Winds","Rm.225,No.12 Zhongshan Dongyi Road，Shanghai, China","上海市中山东一路12号225室","www.tradewinds.com","5205","","200002","","021一63296301","021一63296307"
"20927","《上海物流》杂志社","5035","Shanghai Logistics","No.265 Beijing Road(E),Shanghai,China","上海市北京东路265号","","5205","","200000","","021一63232513","021一63232513"
"20928","《上海造船》编辑部","5035","Shanghai Shipbuilding","No.390 Changle Road,Shanghai,China","上海市长乐路390号","","5205","","200020","","021一65282582一6322","021一64721270"
"20929","《现代物流》杂志","5035","Modern Logistics","Rm.  1205 West  Building,  Jinyulan Square,No.1 Dapu Road,Shanghai,China","上海市打浦路1号金玉兰广场西楼1205室","","5205","","200023","","021一63045419","021一64181136"
"20930","《中国海事》编辑部","5035","China Maritime Safety","No. l Wan anli , Guangzhou Street,Tanggu District,Tianjin , China","天津市塘沽区广州道文安里1号院","","5214","","300451","cmam@vip.sina.com","022一66705059","022一66705077"
"20931","《中国修船》编辑部","5035","China Shiprepair","No. 4, Xingang Road ( 3rd ) ,Tanggu District,Tianjin,China","天津市塘沽区新港三号路4号","zgxc.chinajournal.net.cn","5213","","300456","zgxc@chinajournal.net.cn","022一25792835","022一25794559"
"20932","重庆交通报社","5035","Chongqing Communications News","No. 15 Renhe Street Yuzhong District,Chongqing,China","重庆市渝中区人和街15号","","5227","","400015","","023一63652966","023一63652158"
"20933","船舶与海洋工程学报","5035","Journal of Marine Science and Application","No. 145 Nantong St.，Nangang District,Harbin, Heilongjiang, China","黑龙江省哈尔滨市南岗区南通大街145号","www.jmsa.com.cn","5230","","150001","heujmsa@163.com","0451一82519357","0451一82589211"
"20934","大连金州船机有限公司","5020","DALIAN JINZHOU MARINE MACHINERY CO.,LTD","NO.164 XIMENWAI,JINZHOU  DISTRICT","金州区西门外164号","www.china-jmmc.com","5228","船用柴油机随机工具，启动阀，安全阀，主启动阀，排烟管，扫气箱，空冷器箱体，曲拐箱密封门，导流管，油压螺母，拉伸器等。","116100","jmmc@china-jmmc.com","0411-87804265","0411-87804751"
"20935","哈尔滨工程大学出版社","5035","Harbin Engineering University Press","No.11 Building,No.145 Nantong St.,Nangang District,Harbin,Heilongjiang,China","黑龙江省哈尔滨市南岗区南通大街145号11楼","","5230","出版船舶与海洋工程、电子工程、自动控制、机械工程、计算机及应用等学科和专业的教材、学术著作、工具书、参考书及科普读物。","150001","heupress@sina.com.cn","0451一82519362","0451一82519699"
"20936","哈尔滨工程大学学报","5035","Journal of Harbin Engineering University","No. 145 Nantong St. Nangang District，Harbin, Heilongjiang, China","黑龙江省哈尔滨市南岗区南通大街145 号","","5230","","150001","","0451一82519357","0451一82514001"
"20937","《水上设备指南》编辑部","5035","Aquatic Supplies Directory","No.624一1  Zhongshan  Road, Shahekou District, Dalian, Liaoning, China","辽宁大连市沙河口区中山路624一1号","www.aqoo.com.cn","5228","","116023","seasun@aqoo.com.cn","0411一84676442","0411一84675375"
"20938","大连海事大学出版社","5035","Dalian Maritime University Publishing House","No.1 Linghai Road,Dalian,Liaoning,China","辽宁省大连市凌海路1号","www.dmupress.com","","","116026","","0411一84728394","0411一84727996"
"20939","《水运技术》编辑部","5035","Water Transportation Technology","Rm. 1224, No. 324 Zhongshan  Road ( N ) , Nanjing ,Jiangsu,China","江苏省南京市中山北路324号1224室","","5201","","210003","njcjyys@public1.ptt.js.cn","025一58755518一3224","025一58801195"
"20940","中国水运报社","5035","China Water 1'rans}oort","No.7 Qingdao Road,Hankou,Wuhan, Hubei,China","湖北省武汉市汉口青岛路7号","","5209","","430014","zgsgb@163.net","027一82767977","027一82836021"
"20941","长江航运报社","5035","Changjang Shipping News","No. 69 Yanjiang Ave.Wuhan, Hubai,China","湖北省武汉市沿江大道69号","","5209","","430021","","027一82766326",""
"20942","《港口装卸))杂志","5035","Harbor Slings","No. 1040 Heping Ave,Wuchang, Wuhan , Hubei , China","湖北省武汉市武昌和平大道1040号","","5209","","430063","gkkdx@163.com","027一86534527","027一86558406"
"20943","《物流》编辑部","5035","Logistics","Rm. 1908  Dongjian  Building, No. 503 Dongfeng Road(M),Guangzhou, Guangdong,China","广东省广州市东风中路503号东建大厦1908室","www.gd-logistics.com","5206","","510046","wi@gd-logistics.com","020-83516487","020一83568810"
"20944","中国海事仲裁委员会","5036","China Maritime Arbitration Commission (CMAC)","6/F Golden Land Building,No. 32 Liangmaqiao Road,Chaoyang District,Beijing,China","北京市朝阳区亮马桥路32号高斓大厦6层","www.cmac.org.cn","5213","以仲裁的方式独立、公正地解决包括修造船业务在内的契约性或非契约性的海事海商争议。","100016","cmac@cmac.org.cn","010一64646688","010一64643500"
"20945","大连金州船用高强紧固件厂","5020","DALIAN JINZHOU MARINE HIGH FASTENER FACTORY","NO.10 WENHUA STREET,DENGSHAHE TOWN ,JINZHOU  DISTRICT","金州区登沙河镇文化街10号","","5228","各种船用高强度紧固件产品。","116105","","0411-87230308","0411-87230120"
"20946","北京浩天律师事务所","5036","Beijing Hao一Tian Law Office","Rm.5A1 Hanwei Mansion,No.7 Guanghua Road,Chaoyang District,Beijing,China","北京市朝阳区光华路7号汉威大厦5A1","www.haotianlawoffice.com","5213","海商海事法律服务。","100004","haotian@haotianlawyer.com","010一64646688","010一65612322"
"20947","昌明律师事务所","5036","C&M (China) Law Offices","Rm. 1610 CTS Tower, No. 2 Sanhnan Road ( N一E) , Beijing, China","北京市北三环东路2号中旅大厦1610室","www.cmlo.com.cn","5213","涉外海商海事法律服务。","100028","cmlo@cmlo.com.cn","010一64685454","010一64612507"
"20948","华泰保险经纪有限公司","5231","Huatai Insurance Agency&Consultant Service Ltd","14/F，China Re Building, No. 11 JinRong Avenue,Xicheng District, Beijing, China","北京市西城区金融大街11号中国再保险大厦14层","www.huatai-serv.com","","海事服务、检验理赔、海外旅行意外伤害保险服务、风险管理、保险咨询、保险经纪业务。","100034","controlgroup@huatai-serv.com","010一66576588","010一66576508"
"20949","环球律师事务所","5036","Global IJasv Uffices","37/F Jingguang Center,Hujialou,Chaoyang District,Beijing,China","北京市朝阳区呼家楼京广中心37层","www.globallawoffice.com.cn","5213","涉外海商海事法律服务。","100020","global@globallawoffice.com.cn","010一65973232","010一64672012/13"
"20950","中国海事仲裁委员会上海分会","5036","China Maritime Arbitration Commission ( CMAC )，Sha","Rm. 1301&1314 Tangchen Finance Building,No.710 Dongfang Road,Pudong District,Shanghai,China","上海市浦东东力路710号汤臣金融大厦13楼1301,1314室","www.cmac.org.cn,www.arbitration.org.cn","5205","以仲裁的方式独立、公正地解决包括修造船业务在内的契约性或非契约性的海事海商争议。主要工作有:提供仲裁咨询服务;协助安排仲裁开庭;从事仲裁宣传和仲裁协议的推广工作;收集有关仲裁信息，开展仲裁调研工作。","200122","","021一58200329","021一50810965"
"20951","华泰保险经纪有限公司上海分公司","5231","Huatai Insurance Agency&Consultant Service Ltd,Sha","14A,World Plaza,No.855 Pudong Road(S),Shanghai,China","上海市浦东南路8SS号世界广场14A座","www.huatai-serv.com","","海事服务、检验理赔、海外旅行意外伤害保险服务、风险管理、保险咨询、保险经纪业务。","200120","agency.sh@huatai-serv.com","021一58369706","021一58369709"
